gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,Yes,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,No,Yes,No,Bank transfer (automatic),81.5,1329.2,Yes
Male,No,Yes,No,52,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,No,Electronic check,84.1,4348.65,Yes
Female,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20,63.6,No
Male,Yes,Yes,No,3,No,No phone service,DSL,No,No,No,No,Yes,No,Yes,Mailed check,36.45,93.7,Yes
Female,Yes,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,No,Mailed check,25.05,25.05,Yes
Male,No,Yes,Yes,34,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Yes,Electronic check,89.85,3091.75,No
Female,No,No,No,8,Yes,No,DSL,Yes,No,No,No,No,No,Yes,Electronic check,49.85,365.55,Yes
Female,No,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.8,272.95,No
Male,Yes,No,No,12,No,No phone service,DSL,No,Yes,No,No,No,No,Yes,Credit card (automatic),29.35,381.2,No
Female,Yes,Yes,No,43,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,No,Credit card (automatic),55.55,2342.2,Yes
Male,No,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,104.3,5278.15,Yes
Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Yes,Electronic check,55.25,55.25,No
Female,No,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20,109.2,No
Female,No,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card (automatic),19.65,92.05,No
Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,93.85,93.85,Yes
Male,No,Yes,No,40,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Yes,Electronic check,80,3168.75,No
Male,No,Yes,No,41,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,Electronic check,80.25,3439,No
Female,No,Yes,Yes,1,Yes,No,DSL,No,No,Yes,No,No,No,No,Mailed check,50.45,50.45,Yes
Female,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,20.45,42.45,No
Male,No,No,No,3,No,No phone service,DSL,No,No,No,Yes,No,No,Yes,Electronic check,29.75,96.85,No
Male,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,No,Bank transfer (automatic),44.9,111.05,No
Male,No,Yes,No,3,No,No phone service,DSL,No,Yes,No,No,No,No,No,Credit card (automatic),29.8,94.4,No
Female,No,No,No,7,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Yes,Electronic check,74.65,521.1,Yes
Female,No,No,No,13,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Yes,Electronic check,71.95,923.85,No
Male,No,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.75,141.1,No
Male,No,Yes,Yes,12,Yes,No,DSL,No,No,No,No,Yes,No,Yes,Mailed check,56.3,628.65,No
Female,No,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,94.2,1046.1,Yes
Female,No,No,No,15,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Mailed check,84.45,1287.85,No
Male,No,No,No,16,Yes,Yes,DSL,No,Yes,No,No,No,No,No,Electronic check,55.3,875.35,No
Male,No,No,No,16,Yes,No,DSL,No,No,No,Yes,No,No,Yes,Mailed check,49.45,799,No
Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.1,20.1,Yes
Female,No,No,No,19,No,No phone service,DSL,No,Yes,No,No,No,Yes,Yes,Electronic check,39.7,710.05,No
Male,No,No,No,10,Yes,Yes,DSL,Yes,No,No,No,No,No,Yes,Credit card (automatic),54.5,568.2,No
Female,No,Yes,Yes,23,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,No,Electronic check,83.8,1900.25,Yes
Male,No,No,No,3,Yes,No,DSL,No,No,No,No,Yes,No,No,Mailed check,55.15,159.15,Yes
Male,Yes,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,Electronic check,86.65,856.65,Yes
Female,No,Yes,Yes,10,Yes,No,DSL,No,Yes,Yes,No,No,No,Yes,Mailed check,55.55,551.3,No
Female,Yes,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Yes,Bank transfer (automatic),106.75,4056.75,Yes
Female,No,Yes,Yes,36,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,Credit card (automatic),104.5,3684.95,No
Male,Yes,No,No,17,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,101.8,1752.45,No
Male,No,No,No,22,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Mailed check,93.2,2157.3,No
Male,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Yes,Electronic check,24.4,24.4,No
Female,No,Yes,Yes,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,No,Electronic check,87.45,2874.15,Yes
Female,No,Yes,Yes,52,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,No,Bank transfer (automatic),85.8,4433.3,No
Female,No,No,Yes,10,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Yes,Electronic check,91.1,964.35,No
Female,No,No,No,4,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,Mailed check,100.85,399.25,No
Male,Yes,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Electronic check,101.35,1218.55,Yes
Male,No,No,No,1,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Yes,Electronic check,81.7,81.7,Yes
Female,No,No,No,34,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,105.1,3634.8,No
Female,No,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,Yes,Yes,Electronic check,79.15,317.25,Yes
Male,No,No,No,40,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,Electronic check,84.9,3369.05,No
Male,Yes,No,No,35,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,95.45,3474.05,Yes
Female,No,No,Yes,41,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Yes,Bank transfer (automatic),88.5,3645.05,No
Female,No,No,No,4,No,No phone service,DSL,Yes,No,Yes,No,No,No,No,Mailed check,35,135.75,No
Female,No,Yes,Yes,24,Yes,No,DSL,Yes,No,No,Yes,No,No,No,Electronic check,55.15,1319.85,No
Female,No,No,No,5,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Yes,Electronic check,64,370.25,No
Female,No,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Mailed check,69.1,69.1,Yes
Female,No,No,No,24,Yes,No,DSL,No,No,Yes,No,No,No,Yes,Credit card (automatic),49.3,1233.25,No
Female,No,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.05,83.3,No
Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,69.6,69.6,Yes
Female,No,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,No,Bank transfer (automatic),77.95,305.55,Yes
Male,Yes,No,No,38,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,No,Electronic check,94.75,3653,No
Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,No,Electronic check,78.45,78.45,Yes
Female,No,No,No,48,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Yes,Electronic check,44.8,2104.55,No
Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.3,20.3,No
Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Electronic check,19.2,19.2,No
Male,No,No,No,10,No,No phone service,DSL,No,No,Yes,No,No,No,No,Mailed check,29.5,255.25,Yes
Female,No,No,No,2,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Yes,Electronic check,70.75,146.9,Yes
Male,Yes,Yes,No,18,Yes,No,DSL,Yes,No,No,No,No,Yes,Yes,Credit card (automatic),59.1,1011.05,No
Female,Yes,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,Electronic check,84.45,762.5,Yes
Female,No,No,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.25,535.35,No
Female,No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,No,Electronic check,75.55,75.55,No
Male,No,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,Electronic check,85.65,338.9,Yes
Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,70.25,70.25,No
Female,No,Yes,No,18,Yes,No,DSL,No,No,No,Yes,No,No,Yes,Mailed check,50.3,908.75,No
Male,Yes,No,No,51,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Electronic check,97.8,4913.3,Yes
Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,No,Mailed check,46.3,46.3,Yes
Female,No,No,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,106.3,4443.45,Yes
Male,No,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Electronic check,25,316.2,No
Female,No,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,75.35,564.65,No
Female,No,No,No,12,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Yes,Electronic check,89.4,1095.65,Yes
Female,Yes,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,Credit card (automatic),83.15,446.05,Yes
Female,Yes,No,No,49,Yes,No,DSL,No,No,No,No,No,No,No,Mailed check,43.8,2106.05,No
Male,No,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Mailed check,74.15,811.8,Yes
Female,Yes,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,Electronic check,84.05,186.05,No
Female,No,Yes,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Electronic check,99.5,1056.95,Yes
Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Yes,Mailed check,44.15,44.15,Yes
Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,Mailed check,85.45,85.45,Yes
Female,No,Yes,Yes,4,Yes,Yes,DSL,No,No,No,No,No,No,No,Mailed check,50.85,239.55,Yes
Female,No,No,Yes,1,Yes,No,DSL,No,No,Yes,No,No,Yes,No,Electronic check,59.2,59.2,Yes
Male,No,No,No,27,Yes,No,DSL,Yes,No,No,Yes,No,No,No,Mailed check,53.45,1461.45,No
Male,No,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,19.95,416.4,No
Male,No,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Yes,Electronic check,83.2,1060.6,Yes
Female,Yes,No,No,64,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,No,Credit card (automatic),74.65,4869.35,No
Female,No,No,No,1,Yes,No,DSL,Yes,Yes,No,No,No,No,Yes,Electronic check,54.9,54.9,Yes
Female,No,Yes,No,21,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,Electronic check,103.9,2254.2,Yes
Female,Yes,No,No,11,Yes,Yes,DSL,Yes,No,No,No,No,No,Yes,Electronic check,55.6,580.8,No
Female,No,Yes,Yes,53,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Yes,Bank transfer (automatic),48.7,2495.2,No
Male,Yes,No,No,57,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),104.9,5913.95,No
Female,Yes,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Mailed check,75.45,158.4,Yes
Female,Yes,No,No,2,Yes,No,DSL,Yes,Yes,No,No,No,No,No,Mailed check,54.85,104.2,Yes
Female,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,19.4,19.4,No
Female,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.3,44.4,No
Male,Yes,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,95.1,95.1,Yes
Male,No,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,75.5,438,Yes
Female,No,Yes,Yes,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Yes,Electronic check,73.75,325.45,Yes
Male,No,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,96.05,1148.1,Yes
Female,No,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.65,155.9,No
Female,No,Yes,No,65,Yes,No,DSL,Yes,No,Yes,No,No,No,Yes,Mailed check,55.15,3673.15,No
Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Mailed check,70.6,70.6,No
Male,No,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19,73.45,No
Male,No,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,No,Bank transfer (automatic),90.7,5586.45,No
Male,No,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,No,Bank transfer (automatic),84.3,1537.9,No
Female,No,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Yes,Electronic check,88.95,355.2,Yes
Female,No,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),20.45,82.85,No
Female,No,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Yes,Bank transfer (automatic),86.8,5327.25,No
Female,No,No,No,4,Yes,No,DSL,No,Yes,No,No,No,No,No,Credit card (automatic),50.7,151.3,Yes
Male,Yes,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Electronic check,101.9,5549.4,Yes
Female,No,Yes,Yes,29,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,Credit card (automatic),87.8,2621.75,No
Male,No,No,Yes,12,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Yes,Mailed check,69.85,837.5,No
Female,No,Yes,Yes,8,Yes,No,DSL,No,Yes,No,Yes,No,No,No,Bank transfer (automatic),56.3,401.5,No
Male,No,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,No,Electronic check,109.55,6118.95,No
Female,No,No,No,26,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Yes,Bank transfer (automatic),69.5,1800.05,No
Male,No,No,No,10,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,89.5,863.1,Yes
Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,69.8,69.8,Yes
Female,No,Yes,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,94.3,1948.35,No
Male,Yes,Yes,No,51,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Yes,Bank transfer (automatic),93.8,4750.95,Yes
Male,No,Yes,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Electronic check,101.05,2391.8,Yes
Male,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Credit card (automatic),71.3,157.75,No
Male,No,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,94.7,1687.95,Yes
Male,No,No,No,29,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),98.8,2807.1,No
Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Yes,Mailed check,44.95,44.95,No
Female,Yes,Yes,Yes,29,No,No phone service,DSL,No,Yes,Yes,No,No,No,Yes,Mailed check,35.65,1025.15,No
Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,90.55,90.55,Yes
Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,19.5,19.5,No
Female,No,No,No,26,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,Bank transfer (automatic),88.8,2274.35,Yes
Female,No,Yes,No,48,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),100.05,4834,No
Female,No,Yes,Yes,55,Yes,No,DSL,Yes,Yes,No,No,No,No,No,Electronic check,55.7,3131.8,No
Male,No,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,Mailed check,85.2,602.55,Yes
Male,No,No,No,37,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Yes,Electronic check,91.15,3369.25,No
Female,No,Yes,No,31,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Yes,Bank transfer (automatic),83.85,2674.15,No
Male,No,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Yes,Electronic check,45.9,199.75,No
Male,Yes,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,91.4,449.75,Yes
Male,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.7,19.7,No
Female,Yes,No,No,15,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,91.5,1400.3,No
Male,No,Yes,Yes,8,Yes,No,DSL,Yes,No,No,No,No,No,Yes,Credit card (automatic),51.3,411.6,No
Female,Yes,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,No,Electronic check,104.75,5841.35,No
Male,Yes,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Yes,Electronic check,85.75,5688.45,No
Female,No,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,74.15,1345.75,No
Female,No,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Yes,Mailed check,45.3,196.95,Yes
Female,No,No,No,4,Yes,Yes,DSL,No,No,No,No,No,No,No,Electronic check,50.7,214.55,No
Male,No,No,No,19,Yes,No,DSL,No,No,No,No,No,No,Yes,Bank transfer (automatic),45,865.85,No
Female,No,No,No,18,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,No,Electronic check,77.8,1358.6,No
Female,Yes,Yes,No,38,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Yes,Electronic check,83.45,3147.15,No
Male,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Credit card (automatic),73.25,131.05,Yes
Male,No,No,No,9,Yes,Yes,DSL,No,No,No,No,No,Yes,No,Mailed check,59.9,542.4,No
Male,No,Yes,Yes,8,Yes,No,DSL,No,No,Yes,No,No,No,Yes,Electronic check,51.05,415.05,Yes
Female,No,No,No,3,No,No phone service,DSL,No,Yes,No,No,No,No,No,Mailed check,29.2,98.5,No
Male,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Yes,Bank transfer (automatic),46.6,87.9,No
Female,No,Yes,Yes,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,Bank transfer (automatic),85.35,754.65,Yes
Male,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,75.35,75.35,Yes
Male,No,No,No,25,Yes,No,Fiber optic,Yes,No,No,No,No,No,No,Bank transfer (automatic),74.3,1952.25,No
Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.9,20.9,Yes
Male,No,No,No,9,No,No phone service,DSL,No,No,No,No,No,No,Yes,Electronic check,24.95,190.25,No
Male,No,No,No,19,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Yes,Electronic check,84.75,1651.95,No
Male,No,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.75,78.3,No
Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Yes,Mailed check,44.9,44.9,No
Male,No,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),20.95,267.35,No
Male,No,No,No,17,Yes,No,DSL,Yes,Yes,No,No,No,No,Yes,Credit card (automatic),55.5,934.15,No
Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.45,19.45,No
Female,No,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.6,314.45,No
Female,Yes,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,Credit card (automatic),84.8,906.85,Yes
Female,Yes,Yes,No,50,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Yes,Electronic check,95.05,4888.7,Yes
Male,Yes,No,No,5,Yes,No,DSL,No,No,Yes,No,No,No,No,Electronic check,50.35,237.25,Yes
Male,No,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Bank transfer (automatic),74.6,74.6,Yes
Male,No,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,19.7,342.4,Yes
Male,Yes,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,No,Yes,Electronic check,74.2,140.1,No
Female,No,No,No,17,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Yes,Mailed check,69,1108,No
Female,No,No,No,15,Yes,No,DSL,No,No,Yes,No,No,Yes,Yes,Electronic check,59.45,892.65,Yes
Female,No,Yes,No,49,No,No phone service,DSL,Yes,No,No,No,Yes,No,No,Bank transfer (automatic),40.65,2070.75,No
Female,No,No,No,50,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,95.7,4729.75,No
Male,No,No,No,32,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,Electronic check,96.2,3183.4,Yes
Female,No,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Yes,Electronic check,79.6,79.6,Yes
Female,No,No,Yes,7,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,71.05,472.65,No
Male,No,No,No,20,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,Electronic check,85.25,1734.5,Yes
Female,Yes,No,No,33,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),59.45,1884.65,No
Male,No,No,No,7,Yes,No,DSL,No,No,No,No,No,No,No,Mailed check,43.9,278.4,No
Male,Yes,No,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Yes,Electronic check,89.8,502.6,Yes
Male,Yes,No,No,30,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Yes,Credit card (automatic),90.5,2595.85,No
Female,No,Yes,Yes,14,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Yes,Credit card (automatic),89.65,1208.35,Yes
Female,No,No,No,21,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),99.15,1956.4,No
Female,No,No,No,35,Yes,No,DSL,No,No,Yes,No,No,Yes,Yes,Electronic check,62.1,2096.1,No
Female,Yes,No,No,32,Yes,No,Fiber optic,No,No,No,No,No,Yes,Yes,Electronic check,79.5,2665,No
Female,No,Yes,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),19.55,543.8,No
Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,20.35,20.35,No
Male,No,No,No,59,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Yes,Electronic check,51.7,3005.8,No
Female,No,No,No,40,Yes,No,DSL,Yes,Yes,No,No,Yes,No,No,Mailed check,65.1,2586,No
Male,No,Yes,Yes,40,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Yes,Electronic check,81.2,3292.3,No
